AddressL1,City,State,Outcode,Incode,Lat,Long
7272 Illinois Ave,Wainwright,AB,T9W,G7K,52.8403,-110.8704
7867 Heritage Circle,Becancour,QC,G9H,E3P,46.3445,-72.4369
7520 Thomas Dr,Yellowknife,NT,X1A,C6N,62.4725,-114.3417
8017 Peninsula Street,Cowansville,QC,J2K,B2X,45.2214,-72.7567
24 Plymouth Lane,Stephenville,LB,A2N,N5T,48.5656,-58.6
305 Woodsman Lane,Waverley,NS,B2R,L8V,44.7431,-63.5144
14 Green Street,Owen Sound,ON,N4K,X1B,44.5519,-80.9385
107 Old Augusta St,Delson,QC,J5B,K8N,45.4024,-73.5376
246 Armstrong Street,L'Épiphanie,QC,J5X,E6Y,45.8508,-73.4824
21 S Beechwood Ave,Christmas Island,NS,B1T,N4E,46.1122,-60.2372
8391 East Trusel St,Burtts Corner,NB,E6L,H8B,46.12,-66.9477
70 College Ave,Elliot Lake,ON,P5A,L8G,46.372,-82.6721
238 Green Lake Street,Stratford,PE,C1B,E7K,46.2067,-63.0729
450 East Gates St,Salmon Arm,BC,V1E,Y7L,50.6947,-119.2915
772 Cedar Ave,Roberval,QC,G8H,M3E,48.5044,-72.2165
998 Rockwell Dr,Carbonear,LB,A1Y,E5A,48.9268,-55.6613
85 Stillwater St,Swift Current,SK,S9H,S3G,50.2875,-107.8113
70 Ryan Ave,Stratford,PE,C1B,V6T,46.2067,-63.0729
190 Gulf Street,Beauharnois,QC,J6N,V1M,45.3577,-73.7851
9834 Kirkland Road,Windsor,QC,A2B,L9K,48.949,-55.6725
87 Shirley St,Wetaskiwin,AB,T9A,M6X,52.9741,-113.3646
174 Thomas Rd,Canmore,AB,T1W,Y2C,51.0868,-115.3384
8974 Rosewood Dr,Coldbrook,NS,B4R,N1C,44.3695,-64.5197
618 Birchpond Dr,Innisfil,ON,L9S,G8K,44.2871,-79.6703
302 N Elizabeth Dr,Quispamsis,NB,E2G,C1S,45.4397,-65.9392
879 Santa Clara Court,Caledon,ON,L7C,M8A,43.7467,-79.8304
828 N Honey Creek Ave,Coverdale,NB,E1J,A3H,45.9829,-64.8634
21 Bellevue Ave,Alliston,ON,L9R,N5Y,44.1513,-79.8744
79 Chapel Ave,Kentville,NS,B4N,Y8J,45.0899,-64.4963
8314 County Road,Kitimat,BC,V8C,T8P,54.0662,-128.6508
34 Swanson Road,Innisfail,AB,T4G,T8P,52.029,-113.9474
6 Mill Pond Ave,Kingsclear,NB,E3E,J4J,45.8134,-66.932
442 Elm St,Mount Pearl,LB,A1N,V6K,47.5203,-52.7789
460 S Middle River St,Bolton,ON,L7E,Y4E,43.8628,-79.7147
1 1st Ave,Vermilion,AB,T9X,B6M,53.3515,-110.8451
295 King Rd,Kentville,NS,B4N,R9J,45.0899,-64.4963
488 Beacon St,Paradise,LB,A1L,G8B,47.5363,-52.8389
67 Ridgewood Street,Coaticook,QC,J1A,P6T,45.1563,-71.8095
354 Bedford Lane,Magog,QC,J1X,X1X,45.282,-72.139
8529 Mill Drive,Hampstead,QC,H3X,E9S,45.4915,-73.6483
7440 Glen Ridge St,Petitcodiac,NB,E4Z,V3P,45.751,-65.048
70 Fremont Dr,Fort Erie,ON,L2A,M1P,42.8845,-78.9398
7965 Meadowbrook Drive,Ville Émard,QC,H4E,E1R,45.468,-73.5863
9 King Drive,Simcoe,ON,N3Y,P4N,42.8126,-80.3091
7671 Brandywine St,Bathurst,NB,E2A,V0P,47.6605,-65.6414
71 Dogwood Lane,Kirkland,QC,H9J,A5R,45.469,-73.8862
259 Maple St,Edson,AB,T7E,H5N,53.5908,-116.4104
8537 Mammoth Avenue,Fergus,ON,N1M,G3G,43.7157,-80.387
489 Greenrose St,Kingsville,ON,N9Y,H6J,42.0377,-82.7394
9253 Gainsway Court,Port Perry,ON,L9L,N7N,44.0905,-78.9479
3 Peninsula Lane,Strathmore,AB,T1P,K3L,51.0459,-113.3967
135 Young Drive,Winfield,BC,V4V,M7M,50.0734,-119.4444
3 Pennington Avenue,Senneville,QC,H9K,V5C,45.4643,-73.8936
9628 Fulton St,Thetford Mines,QC,G6G,X8Y,46.1134,-71.3108
288 Berkshire Street,Caledonia,ON,N3W,T3R,43.0776,-79.9639
9408 Queen Ave,Red Deer County,AB,T4E,R1T,52.2911,-113.7027
259 Windfall St,Winkler,MB,R6W,Y8J,49.1859,-97.9396
11 Brown Avenue,Perth,ON,K7H,E0V,44.902,-76.2457
8054 Princeton Rd,Caledon,ON,L7C,C1V,43.7467,-79.8304
659 East Sussex Ave,Dundas,ON,L9H,L2M,43.2638,-79.9505
150 Wayne St,High River,AB,T1V,Y6S,50.5775,-113.8747
7232 Miles Drive,Bracebridge,ON,P1L,A7T,45.057,-79.3366
65 Alderwood Dr,Harrietsfield,NS,B3V,C0T,44.5682,-63.6177
62 Philmont St,Brockville,ON,K6V,E5V,44.5906,-75.6808
423 8th Ave,Cartier,MB,R4K,Y2B,49.8298,-97.7549
87 Kingston Ave,Deer Island,NB,E5V,E0Y,45.0481,-66.9556
557 Front Drive,Becancour,QC,G9H,X0J,46.3445,-72.4369
681 Philmont Street,Simcoe,ON,N3Y,T0K,42.8126,-80.3091
450 Lake Lane,Cobourg,ON,K9A,T7S,43.9851,-78.1621
9 Fieldstone Ave,Winfield,BC,V4V,B6A,50.0734,-119.4444
89 Wrangler St,Strathmore,AB,T1P,A2R,51.0459,-113.3967
905 Cemetery Dr,Sackville,NB,E4L,B6L,45.8919,-64.3699
7482 Mechanic St,Duncan,BC,V9L,P3A,48.7768,-123.7077
9370 Woodsman Avenue,Courtice,ON,L1E,S1B,43.914,-78.6925
87 Fieldstone Dr,Alliston,ON,L9R,C7R,44.1513,-79.8744
437 Myers Street,Quispamsis,NB,E2G,M1Y,45.4397,-65.9392
9998 Prospect St,Cowansville,QC,J2K,E5B,45.2214,-72.7567
8620 Kirkland Dr,Truro,NS,B2N,B7E,45.3486,-63.3029
9418 Lookout St,New Glasgow,NS,B2H,M8S,45.5937,-62.6585
11 Maple Dr,Farnham,QC,J2N,Y1P,45.2925,-72.978
778 Pacific Dr,Nackawic,NB,E6G,H1P,45.9942,-67.2397
957 Orange Drive,Marion Bridge,NS,B1K,R1M,46.1309,-60.1864
9320 E Pierce St,Kirkland Lake,ON,P2N,J9H,48.151,-80.0328
9387 Tarkiln Hill St,Paquetville,NB,E8R,J3J,47.7443,-64.7222
9 Birchpond Drive,Port Perry,ON,L9L,X2X,44.0905,-78.9479
599 Pilgrim St,Gravenhurst,ON,P1P,A1N,44.9451,-79.3549
285 Gonzales St,Quispamsis,NB,E2G,H1E,45.4397,-65.9392
751 Brandywine St,Port Moody,BC,V3H,X2T,49.2707,-122.883
370 E Wrangler Street,Red Bank,NB,E9E,R5G,46.9795,-65.6715
7 Hudson Street,Buckingham,QC,J8L,H2A,45.599,-75.4206
975 Clay Dr,Thompson,MB,R8N,M6E,55.7428,-97.8779
43 Oklahoma Drive,Truro,NS,B2N,M8T,45.3486,-63.3029
8324 Dunbar Street,St. Mary's,ON,N4X,C5K,43.261,-81.1516
418 Country Ave,Amqui,QC,G5J,M3H,48.4584,-67.4333
93 E Vale Ave,Donnacona,QC,G3M,A4H,46.6725,-71.7368
9945 Lakeshore St,Fergus,ON,N1M,X6H,43.7157,-80.387
390 Young Rd,Shippagan,NB,E8S,M4G,47.7456,-64.7143
541 Virginia St,Alliston,ON,L9R,R4M,44.1513,-79.8744
52 Spruce Street,Plessisville,QC,G6L,C7V,46.2255,-71.7779
63 Lake St,Drayton Valley,AB,T7A,E7A,53.2165,-114.9893
9635 Bowman St,Keswick,ON,L4P,K4T,44.2421,-79.4818
16 Vermont Street,Esquimalt,BC,V9A,C2L,48.449,-123.3842
82 Pennsylvania Street,Lindsay,ON,K9V,C4A,44.3512,-78.7192
97 Greenview Court,Laterrière,QC,G7N,V3N,48.3084,-71.1104
44 High Noon Dr,Petitcodiac,NB,E4Z,Y4J,45.751,-65.048
9678 East Penn St,Espanola,ON,P5E,X0H,46.2629,-81.7719
32 N Mayfair St,Wetaskiwin,AB,T9A,C4B,52.9741,-113.3646
20 Longfellow Street,Perth,ON,K7H,C2G,44.902,-76.2457
8005 Lookout St,Stittsville,ON,K2S,C9R,45.2573,-75.9153
40 Wellington St,Morinville,AB,T8R,G9L,53.7903,-113.646
46 Wellington St,Stouffville,ON,L4A,S5P,43.9707,-79.2503
92 Myers Lane,Harvey,NB,E6K,Y7L,45.6975,-66.9557
7682 New Saddle Dr,Stanley,NB,E6B,X4A,46.2324,-66.6683
586 Strawberry Dr,Salmon Arm,BC,V1E,T3J,50.6947,-119.2915
49 Courtland Ave,Banff,AB,T1L,E4G,51.1791,-115.5697
7206 Wintergreen Dr,Smiths Falls,ON,K7A,A6H,44.8995,-76.021
414 Maiden Drive,Vimont,QC,H7M,H8M,45.6089,-73.7331
633 Amherst Ave,Youngs Cove,NB,E4C,Y6G,45.808,-65.9652
89 Miles Ave,Plessisville,QC,G6L,J9H,46.2255,-71.7779
51 Charles St,Clermont,QC,G4A,P7M,47.695,-70.2239
85 Illinois Avenue,Lamèque,NB,E8T,G3G,47.792,-64.652
8055 4th Dr,La Prairie,QC,J5R,R7M,45.3973,-73.5284
9487 South Golf Lane,Winfield,BC,V4V,J0X,50.0734,-119.4444
40 Front Street,Dundas,ON,L9H,E1E,43.2638,-79.9505
7897 Tanglewood St,Corner Brook,LB,A2H,G1B,48.9654,-57.9225
13 North Forest St,Bath,NB,E7J,M3C,46.5082,-67.5871
9 San Carlos Ave,Norton,NB,E5T,L2J,45.6769,-65.884
729 Rock Creek St,Duncan,BC,V9L,G5J,48.7768,-123.7077
8343 Fawn St,Stony Plain,AB,T7Z,K3E,53.5202,-114.0135
689 Central Lane,La Sarre,QC,J9Z,X4M,48.8131,-79.2026
1 Creekside Lane,Caledonia,ON,N3W,N5M,43.0776,-79.9639
493 Windfall Ave,La Sarre,QC,J9Z,K7Y,48.8131,-79.2026
157 Lexington St,Enfield,NS,B2T,T4L,44.8488,-63.5999
7944 Canal Dr,Montmagny,QC,G5V,E1C,46.9984,-70.5595
8347 Eagle St,Fort Frances,ON,P9A,R4G,48.6075,-93.3869
957 Court Ave,Flin Flon,MB,R8A,R5G,54.76,-101.8704
83 Summer Street,Bass River,NB,E4T,B9L,46.3026,-64.9648
9007 Manor Ave,Sylvan Lake,AB,T4S,C5J,52.3083,-114.0949
5 Pin Oak Ave,Eskasoni,NS,B1W,L7M,45.9245,-60.6449
79 Hill Street,Florenceville,NB,E7L,R1L,46.4418,-67.63
737 Linden Street,Kingston,ON,E5S,H1C,45.3571,-66.0858
71 East Mayflower Street,Coldbrook,NS,B4R,R6A,44.3695,-64.5197
9267 Arcadia Lane,Deer Island,NB,E5V,Y6N,45.0481,-66.9556
8757 Shore Drive,Huntsville,ON,P1H,H2S,45.3272,-79.2151
92 Columbia Dr,Hampstead,QC,H3X,Y8Y,45.4915,-73.6483
51 W Amherst Rd,Place Bonaventure,QC,H5A,N4Y,45.503,-73.5679
679 Woodland Dr,Lakeside,NS,B3T,J4L,44.6404,-63.6888
9438 N Walt Whitman Lane,Florenceville,NB,E7L,E9H,46.4418,-67.63
875 Lawrence Ave,Baker Brook,NB,E7A,C9M,47.2542,-68.7211
7698 Hall Rd,Smiths Falls,ON,K7A,J4V,44.8995,-76.021
14 Armstrong St,Farnham,QC,J2N,B6V,45.2925,-72.978
55 Cobblestone Avenue,Enfield,NS,B2T,H7L,44.8488,-63.5999
390 Campfire St,Neguac,NB,E9G,N8G,47.2316,-65.1378
91 Valley View St,Caledonia,ON,N3W,L5N,43.0776,-79.9639
9 North Greenrose Street,Port Moody,BC,V3H,M9N,49.2707,-122.883
74 North Elizabeth Lane,Stanley,NB,E6B,S8V,46.2324,-66.6683
62 Mayfield Avenue,Prince Rupert,BC,V8J,J5Y,54.3146,-130.3413
868 Williams Road,Duncan,BC,V9L,L5L,48.7768,-123.7077
379 Smith Dr,Lloydminster,AB,T9V,J9S,53.2786,-110.0233
8149 W Henry St,Chibougamau,QC,G8P,M6V,49.9214,-74.3601
86 North Gartner Court,Russell,ON,K4R,E9X,45.2573,-75.3675
417 Arnold St,Dalhousie,NB,E8C,N7B,48.0477,-66.4004
935 Bald Hill St,Lantz,NS,B2S,H3G,44.9775,-63.4209
826 White Road,Goulds,LB,A1S,T2R,47.462,-52.7895
85 Miller Street,La Plaine,QC,J7M,V0P,45.7915,-73.7559
400 Howard Street,Cobourg,ON,K9A,S1L,43.9851,-78.1621
812 Depot Dr,Buckingham,QC,J8L,P0S,45.599,-75.4206
2 Branch Street,Leduc,AB,T9E,S7M,53.2524,-113.5388
463 N Cambridge Rd,Antigonish,NS,B2G,G5N,45.6243,-61.9996
423 West Cardinal Street,Pintendre,QC,G6C,J4G,46.7557,-71.124
549 Brookside Street,Clermont,QC,G4A,K5E,47.695,-70.2239
73 N Livingston Ave,Wasaga Beach,ON,L9Z,R8T,44.5208,-80.0162
7468 Marvon Ave,Barrhead,AB,T7N,G9J,54.1136,-114.3932
830 George Street,Quesnel,BC,V2J,B2G,52.9692,-122.5057
9935 Locust Drive,Kingston,NB,E5S,B2V,45.3571,-66.0858
6 Maiden St,Doaktown,NB,E9C,K4C,46.4477,-66.2584
7145 Buckingham Dr,Red Bank,NB,E9E,H3B,46.9795,-65.6715
874 Wagon Road,Goderich,ON,N7A,X5Y,43.7347,-81.7105
98 Newport Lane,Rock Forest,QC,J1N,J6A,45.3814,-71.9827
8 Brandywine Dr,Lloydminster,SK,T9V,E2P,53.2786,-110.0233
7286 Victoria St,Cranbrook,BC,V1C,C9M,49.512,-115.7703
91 Locust Ave,Old Montreal,QC,H2Y,X7V,45.508,-73.554
9001 Trenton Avenue,King City,ON,L7B,B2P,43.9327,-79.5104
8033 E Fairfield Street,Cold Lake,AB,T9M,A7C,54.4127,-110.2162
291 Pearl Dr,Nicolet,QC,J3T,K2M,46.2326,-72.5995
590 Jones Drive,Allardville,NB,E8L,L8H,47.5887,-65.0979
914 Tanglewood St,Bayfield,NB,E4M,L0L,46.0957,-63.9068
938 East Mayfair Street,Richibucto,NB,E4W,S2S,46.6493,-64.8842
9641 Bishop St,Louisbourg,NS,B1C,K6M,46.2152,-60.2452
92 Pawnee Drive,Tantallon,NS,B3Z,H5M,44.5539,-63.8307
689 Harrison Drive,Porters Lake,NS,B3E,T9K,44.7227,-63.3973
859 Arch Dr,St. George,NB,E5C,X8J,45.2441,-66.9929
8363 Depot Avenue,Florenceville,NB,E7L,G3X,46.4418,-67.63
403 Delaware St,Burtts Corner,NB,E6L,J0L,46.12,-66.9477
8266 Hill Field Drive,Dominion,NS,B1G,Y4G,46.2063,-60.0255
435 San Juan Ave,Midland,ON,L4R,M0H,44.7542,-79.9005
863 Carriage St,Trenton,ON,K8V,B8A,44.1106,-77.5569
96 Elmwood St,Acton,ON,L7J,B3P,43.634,-80.0491
567 Oxford St,Neguac,NB,E9G,V5M,47.2316,-65.1378
946 SW Woodsman Dr,Aylmer,ON,N5H,B1Y,42.7797,-80.9864
9691 Hill Field Street,St. Mary's,ON,N4X,L6A,43.261,-81.1516
9476 Summit Dr,Gaspé,QC,G4X,P0J,48.8319,-64.4813
9714 Hilldale Ave,Powell River,BC,V8A,R7E,49.8021,-124.5124
9434 Essex Street,Outremont,QC,H2V,M0T,45.5298,-73.6153
751 North Lakeshore St,Laterrière,QC,G7N,C9S,48.3084,-71.1104
405 Rose Avenue,Perth,ON,K7H,N5R,44.902,-76.2457
748 Lookout Drive,Paris,ON,N3L,G6J,43.1834,-80.3749
7194 Trout St,Magog,QC,J1X,Y2H,45.282,-72.139
8622 Rockledge St,Taber,AB,T1G,N4E,49.7773,-112.158
9581 Peninsula St,Chestermere,AB,T1X,R2L,51.0512,-113.8155
571 Trenton Street,Hébertville,QC,G8N,X8B,48.3942,-71.6775
8025 Jockey Hollow Drive,Maisonneuve,QC,H1V,K2A,45.5702,-73.551
140 S Lees Creek Rd,Reserve Mines,NS,B1E,N7B,46.2003,-60.0215
1 Rose Street,Highlands,BC,V9B,X2Y,48.4519,-123.4417
7076 Pumpkin Hill Avenue,Old Montreal,QC,H2Y,S5H,45.508,-73.554
677 Inverness Avenue,Deer Island,NB,E5V,N4E,45.0481,-66.9556
216 Essex Avenue,Coaticook,QC,J1A,M2V,45.1563,-71.8095
9395 Pineknoll Court,Maisonneuve,QC,H1V,P0C,45.5702,-73.551
168 Primrose Circle,Lockport,MB,R1B,S4A,50.0958,-96.9329
70 SW Hilltop Street,La Tuque,QC,G9X,P0G,47.4583,-72.7729
62 Thorne Street,Iona,NS,B2C,E6E,45.6218,-62.0004
882 Addison Dr,Bath,NB,E7J,T9X,46.5082,-67.5871
7611 Albany Dr,Ponoka,AB,T4J,M5E,52.6649,-113.5823
20 Shadow Brook Street,Lloydminster,AB,T9V,C0L,53.2786,-110.0233
21 Lower River Drive,Senneville,QC,H9K,G8E,45.4643,-73.8936
37 Gartner Dr,Kirkland,QC,H9J,T2N,45.469,-73.8862
8 Gainsway Street,Bolton,ON,L7E,M4A,43.8628,-79.7147
21 George St,St. Albert,AB,T8N,R2R,53.6199,-113.6377
7828 Carriage Drive,Buckingham,QC,J8L,S6B,45.599,-75.4206
57 Thomas Ave,Place Desjardins,QC,H5B,C8M,45.5066,-73.5623
566 Lookout St,Sackville,NB,E4L,L0T,45.8919,-64.3699
7163 Meadow Lane,Salmon Arm,BC,V1E,K7X,50.6947,-119.2915
391 Homewood Rd,Leamington,ON,N8H,P4V,42.0606,-82.6029
977 Cedar Swamp Rd,Gander,LB,A1V,E3C,48.9632,-54.6169
55 Mill Pond Dr,Dalhousie,NB,E8C,M9T,48.0477,-66.4004
260 Jackson Street,Marieville,QC,J3M,Y7X,45.4355,-73.1738
9264 Westport Lane,Shippagan,NB,E8S,X1G,47.7456,-64.7143
8044 Albany Dr,Cold Lake,AB,T9M,P1E,54.4127,-110.2162
782 Argyle Court,Morinville,AB,T8R,T6E,53.7903,-113.646
675 Rock Creek Court,Duvernay,QC,H7E,T4E,45.6142,-73.669
641 Summer St,Paradise,LB,A1L,E9E,47.5363,-52.8389
818 Creek Rd,Keswick,ON,L4P,B3E,44.2421,-79.4818
148 Trusel St,Waverley,NS,B2R,M5B,44.7431,-63.5144
7 Shub Farm St,La Sarre,QC,J9Z,L5N,48.8131,-79.2026
608 Rose Ave,Trenton,ON,K8V,X0T,44.1106,-77.5569
91 Jennings St,Kingsclear,NB,E3E,B7S,45.8134,-66.932
97 York Dr,Sioux Lookout,ON,P8T,X7N,50.0885,-91.9086
1 Carson Ave,Bathurst,NB,E2A,H1G,47.6605,-65.6414
63 W Tower Road,The Pas,MB,R9A,B4X,53.8228,-101.2356
7735 Albany Court,Millville,NB,E6E,A5S,46.1296,-67.1953
3 Santa Clara Ave,Belledune,NB,E8G,E2H,47.8741,-65.9102
520 Littleton Rd,Banff,AB,T1L,A4K,51.1791,-115.5697
9559 Lancaster St,St. Andrews,NB,E5B,R7C,45.0732,-67.0428
38 Cleveland Drive,Sturgeon Falls,ON,P2B,G6S,46.3664,-79.9178
756 Pulaski St,St. Andrews,NB,E5B,J7L,45.0732,-67.0428
9175 Ryan Ave,Vegreville,AB,T9C,S9Y,53.4874,-112.0636
9328 Inverness Avenue,Oromocto,NB,E2V,G5L,45.8509,-66.467
9 Rockaway St,Belledune,NB,E8G,H8P,47.8741,-65.9102
97 6th Street,Chestermere,AB,T1X,B5K,51.0512,-113.8155
674 Glenlake St,Grand Falls,LB,A2A,X8K,48.9249,-55.6493
621 Pierce Ave,Ste. Anne,MB,R5H,J1N,49.6667,-96.648
405 E Mayflower Street,The Pas,MB,R9A,C4X,53.8228,-101.2356
75 Mayfair Street,Owen Sound,ON,N4K,E2R,44.5519,-80.9385
7476 N White Drive,Smiths Creek,NB,E4G,R6E,45.9078,-65.5334
645 Columbia Drive,Amherst,NS,B4H,R1K,45.8353,-64.2182
752 Country Club Court,Paradise,LB,A1L,V0T,47.5363,-52.8389
345 Edgewater Ave,Fort St. John,BC,V1J,B6V,56.2306,-120.8277
9331 Dogwood Rd,Prince Rupert,BC,V8J,J5E,54.3146,-130.3413
914 El Dorado St,Penticton,BC,V2A,H7H,49.5031,-119.5905
7451 W Spring Dr,Fort Saskatchewan,AB,T8L,C0X,53.6916,-113.2286
107 Queen Street,Fort Saskatchewan,AB,T8L,B6K,53.6916,-113.2286
36 Greystone Lane,Dorval Outskirts,QC,H9P,T4Y,45.4617,-73.7305
6 Virginia Ave,Kingsclear,NB,E3E,H0V,45.8134,-66.932
96 E Canal Rd,Fort Frances,ON,P9A,L8S,48.6075,-93.3869
490 West Mayflower Avenue,Qualicum Beach,BC,V9K,A1C,49.3506,-124.409
26 Circle Avenue,Kingsville,ON,N9Y,X6B,42.0377,-82.7394
186 Grandrose Ave,Canmore,AB,T1W,Y8S,51.0868,-115.3384
277 James Ave,Clermont,QC,G4A,L0L,47.695,-70.2239
7299 Sunset Ave,Buckingham,QC,J8L,K5J,45.599,-75.4206
83 East Belmont Dr,Tillsonburg,ON,N4G,Y4G,42.8806,-80.7527
817 W Lawrence St,Kirkland,QC,H9J,K8C,45.469,-73.8862
8119 South Lakeshore Street,Beaumont,AB,T4X,V4A,53.3571,-113.4129
24 Cambridge Lane,Neguac,NB,E9G,M3X,47.2316,-65.1378
219 Harrison Lane,Rogersville,NB,E4Y,E1A,46.7333,-65.4489
9992 Newport Street,Old Montreal,QC,H2Y,Y7P,45.508,-73.554
8328 North Hawthorne Street,Bracebridge,ON,P1L,L7E,45.057,-79.3366
259 W 53rd Street,Smiths Creek,NB,E4G,N2J,45.9078,-65.5334
499 Lafayette  Street,Swift Current,SK,S9H,J5C,50.2875,-107.8113
8764 Iroquois Ave,Manuels,LB,A1W,T6H,47.5329,-52.9132
302 Cambridge Lane,Elmira,ON,N3B,Y7E,43.5852,-80.5662
87 Squaw Creek Rd,Place Desjardins,QC,H5B,S6G,45.5066,-73.5623
203 Vernon St,Chelsea,QC,J9B,B3N,45.4039,-75.826
78 East Lakewood St,New Glasgow,NS,B2H,X2K,45.5937,-62.6585
358 E Essex Court,St. Andrews,NB,E5B,X4H,45.0732,-67.0428
213 Forest St,Elmira,ON,N3B,K5J,43.5852,-80.5662
915 Shub Farm St,Deer Lake,LB,A8A,H4J,49.1778,-57.413
8 Boston Street,Arnprior,ON,K7S,Y6P,45.4238,-76.3624
62 West Lakeshore Court,Aurora,ON,L4G,P6E,43.9909,-79.4639
190 NW Cedar Swamp Dr,St. Martins,NB,E5R,A0E,45.3849,-65.6331
80 Primrose Ave,La Sarre,QC,J9Z,H4Y,48.8131,-79.2026
98 George St,Canterbury,NB,E6H,N8S,45.7207,-67.6516
9883 Ocean Drive,Salmon Arm,BC,V1E,L5S,50.6947,-119.2915
754 Rockcrest Avenue,Coverdale,NB,E1J,R9C,45.9829,-64.8634
265 E Division St,Laterrière,QC,G7N,P8G,48.3084,-71.1104
54 Old Winchester Drive,Hébertville,QC,G8N,T3X,48.3942,-71.6775
7902 Forest Dr,Caledon,ON,L7C,P3G,43.7467,-79.8304
306 Stillwater Lane,Edson,AB,T7E,M0M,53.5908,-116.4104
355 State St,Buckingham,QC,J8L,H9H,45.599,-75.4206
7646 Bowman Lane,Roberval,QC,G8H,Y5V,48.5044,-72.2165
9693 Walnut Lane,Trenton,ON,K8V,K2K,44.1106,-77.5569
696 Wild Horse Ave,Conception Bay,LB,A1X,L9M,47.5238,-52.9595
7616 Birchwood Drive,Yellowknife,NT,X1A,L8A,62.4725,-114.3417
196 Bowman Street,Edson,AB,T7E,A3Y,53.5908,-116.4104
87 Tarkiln Hill Ave,Belledune,NB,E8G,P6R,47.8741,-65.9102
534 Sunbeam Dr,Listowel,ON,N4W,S7N,43.7315,-80.9533
88 Peachtree Road,Bass River,NB,E4T,L5L,46.3026,-64.9648
545 W Nut Swamp Street,Harrietsfield,NS,B3V,A2G,44.5682,-63.6177
60 Depot St,Fort St. John,BC,V1J,N5S,56.2306,-120.8277
64 Rosewood Ave,Port Alberni,BC,V9Y,E0B,49.2197,-124.8101
8885 West Park Street,Grand Manan Island,NB,E5G,N8V,44.6586,-66.8625
868 S Cobblestone St,Buckingham,QC,J8L,H8A,45.599,-75.4206
40 East Bridle Drive,Trenton,ON,K8V,L3S,44.1106,-77.5569
8 North Street,Dorchester,NB,E4K,H0G,46.0477,-64.6202
562 W Purple Finch St,Peace River,AB,T8S,E4M,56.2539,-117.2849
34 Evergreen Dr,Hochelaga,QC,H1W,N1R,45.5423,-73.5616
21 Washington Dr,Debec,NB,E7N,V2M,46.0089,-67.7236
9429 Mayflower St,Dominion,NS,B1G,S0K,46.2063,-60.0255
8424 Cooper Drive,Beresford,NB,E8K,K7A,47.6736,-65.6795
676 4th Avenue,Strathmore,AB,T1P,C8P,51.0459,-113.3967
8118 Hamilton Drive,Stouffville,ON,L4A,G0V,43.9707,-79.2503
349 North Oak Valley Dr,Montmagny,QC,G5V,K0S,46.9984,-70.5595
8783 North Beach Road,Matane,QC,G4W,E0T,48.8526,-67.518
868 Rosewood St,Ingersoll,ON,N5C,V4Y,43.027,-80.8706
7872 Sugar Rd,Whitecourt,AB,T7S,B3N,54.1407,-115.6873
2 Rockville Drive,La Sarre,QC,J9Z,M7R,48.8131,-79.2026
4 SW Whitemarsh Court,Beaconsfield,QC,H9W,B3G,45.4407,-73.8727
62 Stonybrook Street,Lavaltrie,QC,J5T,L4K,45.905,-73.2594
297 Tunnel Ave,Lloydminster,SK,T9V,T1V,53.2786,-110.0233
7232 Park St,Clermont,QC,G4A,E0C,47.695,-70.2239
64 East Devonshire Dr,Redwood Meadows,AB,T3Z,Y0S,50.9821,-114.5178
620 Glen Ridge Rd,Smiths Falls,ON,K7A,H9G,44.8995,-76.021
9081 Pulaski Court,Caledon,ON,L7C,J7Y,43.7467,-79.8304
9938 Evergreen Drive,Cochrane,AB,T4C,E4P,51.1896,-114.4774
7 Brickyard Lane,Burtts Corner,NB,E6L,Y9T,46.12,-66.9477
58 Glenlake St,Leduc,AB,T9E,V6R,53.2524,-113.5388
992 Pheasant St,Magog,QC,J1X,Y6Y,45.282,-72.139
464 Green Hill Drive,Chelsea,QC,J9B,H2X,45.4039,-75.826
62 Canterbury Street,Roxboro,QC,H8Y,R6V,45.5145,-73.8162
9545 East Edgemont Ave,Red Deer County,AB,T4E,P8S,52.2911,-113.7027
253 Bedford Ave,Centreville,NB,E7K,B9K,46.4328,-67.7105
918 East Penn St,Whitecourt,AB,T7S,H7J,54.1407,-115.6873
39 Walt Whitman St,Minto,NB,E4B,M6C,45.9393,-66.09
8099 Henry Smith Ave,Edson,AB,T7E,H1R,53.5908,-116.4104
92 Bayport Rd,Midland,ON,L4R,P7J,44.7542,-79.9005
9170 East Bald Hill Street,Huntsville,ON,P1H,Y2K,45.3272,-79.2151
817 Morris Drive,Baker Brook,NB,E7A,A8L,47.2542,-68.7211
639 Myrtle St,Norton,NB,E5T,M4X,45.6769,-65.884
570 Maiden Street,Nelson,BC,V1L,V6P,49.4832,-117.3031
2 Southampton Dr,Huntsville,ON,P1H,T8M,45.3272,-79.2151
132 West Pleasant St,Quesnel,BC,V2J,N7K,52.9692,-122.5057
144 West Maiden Ave,Lockport,MB,R1B,G7K,50.0958,-96.9329
7760 Lakeview Street,Inkerman,NB,E8P,H7E,47.6656,-64.9543
802 East Mayfair Drive,Nicolet,QC,J3T,H7G,46.2326,-72.5995
95 Tarkiln Hill Drive,Innisfail,AB,T4G,X6T,52.029,-113.9474
59 Magnolia Street,Cowansville,QC,J2K,H6A,45.2214,-72.7567
70 E Briarwood Lane,La Baie,QC,G7B,N4M,48.3133,-70.8557
9887 Courtland Dr,Quispamsis,NB,E2G,H0X,45.4397,-65.9392
